article_id	level	children	key	title	local_path	status
d89afba5-e9b0-465e-ab97-36cf3556c075	3	0	[82]a	NGP-Vol3-[82]a ဥပပီဠကကံနှင့် ဥပဃာတကကံ	vol_3/chinese/[1]缘起篇 - 部分（甲）/[76]依烦恼轮、业轮、异熟轮之力的收摄方式/[82]a 压迫业与断截业.md	matched
0fe6791d-4ba3-4252-b8e3-9183a1ce5d3e	3	0	[82]b	NGP-Vol3-[82]b တစ်နည်း ကံလေးမျိုး အယူအဆ	vol_3/chinese/[1]缘起篇 - 部分（甲）/[76]依烦恼轮、业轮、异熟轮之力的收摄方式/[82]b 另一种说法 四种业的观点.md	matched
c40c96da-2378-48e3-8a68-e63644fd41a6	3	0	[84]	NGP-Vol2-[84] ဗုဒ္ဓဝိသယနှင့် သာ၀ကဝိသယ = ဘုရားအရာနှ	vol_3/chinese/[1]缘起篇 - 部分（甲）/[76]依烦恼轮、业轮、异熟轮之力的收摄方式/[84]佛境与弟子境＝佛陀之事与弟子之事.md	matched
aed05ba0-7a37-4ce4-a104-113541b345a1	3	0	[85]	NGP-Vol3-[85] ကမ္မန္တရ - ဝိပါကန္တရ	vol_3/chinese/[1]缘起篇 - 部分（甲）/[76]依烦恼轮、业轮、异熟轮之力的收摄方式/[85]业差别与果报差别.md	matched
171b4d07-db34-4c41-9db7-dc145396f215	3	0	[86]	NGP-Vol3-[86] လိုက်နာရမည့် စည်းကမ်းတစ်ရပ်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[76]依烦恼轮、业轮、异熟轮之力的收摄方式/[86]应遵守的一项规则.md	matched
a04dff0f-7f55-4271-9979-d2c4d2a96f79	2	40	[88]a	NGP-Vol2-[88]a အလုပ်စခန်းကို စတင်အားသစ်ပုံ	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[88]a 重启用功、焕发新力的方式.md	matched
0b7563eb-023a-46fa-928e-05d1e5d96c8a	3	0	[88]b	NGP-Vol3-[88]b အတိတ်အကြောင်းတရားတို့ကို တိုက်ရိုက်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[88]b 直接寻找过去因法.md	matched
a8f86656-c72a-47eb-bbc5-4f85b8a80d30	3	0	[89]a	NGP-Vol3-[89]a အလယ်မှ အစသို့	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[89]a 从中间到开端.md	matched
d811483b-c472-4078-a39b-6853a5eacd33	3	0	[89]b	NGP-Vol3-[89]b ဝိပါကဝဋ် အာဟာရ (၄) ပါးက စတင် သိမ်းဆ	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[89]b 从果报轮四种食开始收摄的方式.md	matched
5d239cd6-ea45-4b4d-afab-5fcf6d2a9010	3	0	[90]	NGP-Vol3-[90] ကမ္မဝဋ် အာဟာရ (၄) ပါးက စတင် သိမ်းဆည်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[90] 从业轮四种食开始收摄的方式.md	matched
555f916b-5226-41a1-a2a5-19c23ab88be8	3	0	[92]a	NGP-Vol3-[92]a ကိလေသဝဋ် (၃) ပါး	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[92]a 三种烦恼轮.md	matched
08153a41-deaa-4580-8887-50d5d0cb2516	3	0	[92]b	NGP-Vol3-[92]b ကမ္မဝဋ် (၂) ပါး	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[92]b 两种业轮.md	matched
10ee7ec7-43f4-4eb4-a5c1-40fc09935e7e	3	0	[93]	NGP-Vol3-[93] စံထားရမည့် မှတ်ကျောက်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[93] 应树立为标准的准绳.md	matched
fbf8cef6-f5c3-42cb-9854-f1cd6ec80434	3	0	[94]	NGP-Vol3-[94] အတိတ်သို့ ဉာဏ်ကို ရှေးရှု စေလွှတ်ပါ	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[94] 把智引向过去.md	matched
2e49652c-3d45-461c-8984-de0a0c63c628	3	0	[96]	NGP-Vol3-[96] ကိလေသဝဋ် ကမ္မဝဋ် များနေသော်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[96] 烦恼轮、业轮众多时.md	matched
2b13d369-3b89-4057-9245-fcecdfc76ab4	3	0	[97]	NGP-Vol3-[97] မေးမြန်းဖွယ်ရာ အချက်တစ်ရပ်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[97] 值得追问的一点.md	matched
d70a409e-2c52-42e2-8fe5-e3c10f558397	3	0	[98]	NGP-Vol3-[98] ယောဂီတို့၌ တွေ့ကြုံတတ်သည့် သဘာ၀တစ်ရ	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[98] 禅修者常会遇到的一种现象.md	matched
3858f1bc-862e-443e-bd16-abe3e242f3db	3	0	[104]	NGP-Vol3-[104] ကလလရေကြည်သို့ ဆိုက်ပြီ	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[104] 已抵达羯罗蓝清水.md	matched
d1d6e474-8c82-4218-a3f5-44e23ee07872	3	0	[107]	NGP-Vol3-[107] ယောဂီအများစု၌ တွေ့ရှိတတ်ပုံ အခြင်းအရ	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[107] 多数禅修者常见到的情形.md	matched
3b9bcd7d-7bb4-4400-a7ad-774f26752244	3	0	[109]	NGP-Vol3-[109] အကြောင်းပြချက်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[109] 缘由.md	matched
309e5947-833f-43b7-9a41-c6ce0974fd35	3	0	[110]a	NGP-Vol3-[110]a မည်သို့ သက်ဆိုင်ပါသနည်း	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[110]a 如何相干.md	matched
b9d04e27-f1d1-416f-b09b-1f76fed0790e	3	0	[110]b	NGP-Vol3-[110]b ကံ-အာရုံ ထင်ပုံ	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[110]b 业所缘的显现方式.md	matched
5df05322-b6e5-421a-b5b4-6846d2b76a5e	3	0	[111]	NGP-Vol3-[111] အတိတ်အကြောင်းတရားများကို ရှာဖွေနည်း	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[111] 寻找过去因法的方法.md	matched
46881b5d-5209-46f2-b6ef-a68887ca0e8c	3	0	[112]	NGP-Vol3-[112] အကြောင်းပြချက်ကား ရှိသည်သာ ဖြစ်ပါသည်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[112] 理由确实是存在的.md	matched
ebc140d2-0cb8-4c53-9048-cd551f36ce09	3	0	[113]	NGP-Vol3-[113] စေတနာသုတ္တန် ကောက်နုတ်ချက်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[113] 思经摘录.md	matched
ccefa460-9439-411d-a4af-711e24f8bd93	3	0	[117]	NGP-Vol3-[117] ကိလေသဝဋ်နှင့် ကမ္မဝဋ်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[117] 烦恼轮与业轮.md	matched
71914242-e7cd-4934-b46d-124fc4e9e137	3	0	[119]a	NGP-Vol3-[119]a ကိလေသဝဋ် (၃) ပါး	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[119]a 三种烦恼轮.md	matched
4e92809d-e1dc-4b73-96ae-66bab3169aca	3	0	[119]b	NGP-Vol3-[119]b ကမ္မဝဋ် (၂) ပါး	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[119]b 两种业轮.md	matched
3e01b6ec-4e97-4a4c-a753-272cd7668082	3	0	[119]c	NGP-Vol3-[119]c အာရုံချင်း တူညီရမည်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[119]c 彼此的所缘须相同.md	matched
d25f4541-aa57-4b2f-8f26-6afd6e399d86	3	0	[120]a	NGP-Vol3-[120]a နာမ်တရားချင်း တူညီမှု	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[120]a 彼此的名法须相同.md	matched
9b6f927c-d95b-47b1-b84e-e93258be746d	3	0	[120]b	NGP-Vol3-[120]b ဘဝင်မနောအကြည်ဓာတ်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[120]b 有分意清明界.md	matched
26bf5d6f-28ef-48f8-bd9d-43dc1920ea9f	3	0	[120]c	NGP-Vol3-[120]cစံထားရမည့် မှတ်ကျောက်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[120]c 应奉为准绳的试金石.md	matched
f224fa7c-3b3b-4f2f-b654-a225a990c2c8	3	0	[122]a	NGP-Vol3-[122]a ကိလေသဝဋ် ခန္ဓာ (၅) ပါး	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[122]a 烦恼轮的五蕴.md	matched
21001eac-8ec3-4619-bbc8-10af090f0b37	3	0	[122]b	NGP-Vol3-[122]b ကမ္မဝဋ် ခန္ဓာ (၅) ပါး	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[122]b 业轮的五蕴.md	matched
17ca5b27-6765-48a9-a5a9-895c383d97d2	3	0	[123]a	NGP-Vol3-[123]a ဝိပါကဝဋ် ခန္ဓာ (၅) ပါး	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[123]a 果报轮的五蕴.md	matched
9b90b056-ce1c-4240-b637-bf72835d3bf8	3	0	[123]b	NGP-Vol3-[123]b ကြောင်း-ကျိုး ဆက်နွှယ်မှု ပဋိစ္စသမု	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[123]b 因果关联的缘起法.md	matched
11ed91de-241f-46bc-ac9d-9a55e01fd129	3	0	[123]c	NGP-Vol3-[123]c တစ်နည်းဆိုရသော်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[123]c 另一种说法.md	matched
152ef560-4983-405f-966c-534891872cc3	3	0	[124]	NGP-Vol3-[124] ဓမ္မဋ္ဌိတိဉာဏ်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[124] 法住智.md	matched
5dc00681-3479-4dff-a172-9005dcdb9b89	3	0	[128]a	NGP-Vol3-[128]a ခန္ဓာ (၅) ပါးဟူသည်	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[128]a 所谓五蕴.md	matched
a6ae7be8-c8e3-4d2e-a503-63172722eca4	3	0	[128]b	NGP-Vol3-[128]b ကိလေသဝဋ်ချင်း ကမ္မဝဋ်ချင်း မတူညီကြ	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[128]b 各个烦恼轮与各个业轮互不相同.md	matched
2ac6e0da-08e8-4930-b2d1-71e49a3a18b7	3	0	[130]	NGP-Vol3-[130] သုမနာမင်းသမီး၏ ရှေးဆုတောင်း	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[130] 苏玛娜公主的往昔发愿.md	matched
933d41df-08c4-4877-a938-139cb6f1d40b	3	0	[131]	NGP-Vol3-[131] ဥမ္မာဒန္တီ၏ ရှေးဆုတောင်း	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[131] 乌玛丹蒂的过去誓愿.md	matched
4d9af60c-02ec-4c19-be3a-d38bb8fb4dff	3	0	[132]	NGP-Vol3-[132] ပဘာ၀တီ၏ ရှေးဆုတောင်း	vol_3/chinese/[1]缘起篇 - 部分（甲）/[88]重启用功、焕发新力的方式/[132] 帕巴瓦帝的往昔发愿.md	matched
