NGP-Vol5-,"[51] အနိစ္စာနုပဿနာ ပရိယာယ်.md                                        "
NGP-Vol5-,"[52]a ရှုပုံစနစ်.md                                                  "
NGP-Vol5-,"[52]b အာယတန (၁၂) ပါးနည်း， ဓာတ် (၁၈) ပါးနည်.md                        "
NGP-Vol5-,"[53] သဠာယတနဝဂ္ဂသံယုတ်ပါဠိတော် ရှုကွက်များ.md                         "
NGP-Vol5-,"[54] သတိပဋ္ဌာန်ကျင့်ထုံး ဥပဒေသများ.md                                "
NGP-Vol5-,"[55] ဝေဒနာနုပဿနာ သတိပဋ္ဌာန်.md                                       "
NGP-Vol5-,"[56] လွယ်ကူသော စနစ်တစ်ခု.md                                          "
NGP-Vol5-,"[57]a စိတ္တာနုပဿနာ သတိပဋ္ဌာန်.md                                     "
NGP-Vol5-,"[57]b ဓမ္မာနုပဿနာ သတိပဋ္ဌာန်.md                                      "
NGP-Vol5-,"[58]a အတိတ်， အနာဂတ်， ပစ္စုပ္ပန်.md                                   "
NGP-Vol5-,"[58]b အသုဘ ဘာ၀နာ.md                                                  "
NGP-Vol5-,"[58]c သမ္မောဟဝိနောဒနီ အဋ္ဌကထာနှင့် မူလဋီကာ.md                        "
NGP-Vol5-,"[59] အနုပါဒိန္နက ပက္ခ.md                                             "
NGP-Vol5-,"[60] စေတိယပဗ္ဗတဝါသီ မဟာတိဿထေရ်.md                                    "
NGP-Vol5-,"[61] အရဟတ္တဖိုလ်သို့ ဆိုက်ရောက်တော်မူပုံ.md                          "
NGP-Vol5-,"[62]a သဝိညာဏကအသုဘ - အဝိညာဏကအသုဘ.md                                   "
NGP-Vol5-,"[62]b သမထနှင့် ဝိပဿနာ.md                                             "
NGP-Vol5-,"[62]c ဟတ္ထေဂဟိတပဥှဝတ္ထု = လက်ကိုကိုင်၍ ပြေ.md                        "
NGP-Vol5-,"[62]d သဘာဂ - ဝိသဘာဂ.md                                               "
NGP-Vol5-,"[64] ဝိပဿနာပိုင်း အဝိညာဏကအသုဘ = သေအသုဘ ရှုကွက်1.md                   "
NGP-Vol5-,"[66] သူသေကောင် (၉) မျိုး.md                                          "
NGP-Vol5-,"[67]a လက္ခဏာယာဉ် တင်ပါ.md                                            "
NGP-Vol5-,"[67]b ခြွင်းချက် အနည်းငယ်.md                                         "
NGP-Vol5-,"[68]a အခက်အခဲတစ်ရပ်.md                                               "
NGP-Vol5-,"[68]b ရာဂကို တိုက်ဖျက်ရေး.md                                         "
NGP-Vol5-,"[69] သဝိညာဏကအသုဘ = ရှင်အသုဘ ရှုကွက်.md                               "
NGP-Vol5-,"[6] ထင်ရှားရာ လွယ်ကူရာက စပါ.md                                       "
NGP-Vol5-,"[70] ၃။ ရုပ်ပရမတ်တရားတို့ကိုလည်း အသုဘရှု.md                          "
NGP-Vol5-,"[71]a အာဒီနဝါနုပဿနာ.md                                               "
NGP-Vol5-,"[71]b သမထနှင့် ဝိပဿနာ.md                                             "
NGP-Vol5-,"[72] နာမ်တရားတို့၏ အသုဘသဘော.md                                       "
NGP-Vol5-,"[73] အဋ္ဌကထာကြီးများ၏ သတ်မှတ်ချက်.md                                 "
NGP-Vol5-,"[74] ရုပ်-နာမ် တွဲ၍လည်း ရှုပါ.md                                     "
NGP-Vol5-,"[75] ပဋိစ္စသမုပ္ပါဒ် အင်္ဂါရပ်များ.md                                "
NGP-Vol5-,"[76]a တော (၄၀) ရှုကွက်.md                                            "
NGP-Vol5-,"[7]a သတိပြု၍ မှတ်သားပါ.md                                            "
NGP-Vol5-,"[7]b အကြောင်း ဥပါယ်တံမျဉ်.md                                         "
NGP-Vol5-,"[9]a ရုပ်နာမ် နှစ်ပါးနည်းအားဖြင့် ရှုနည်း.md                         "
NGP-Vol5-,"[9]b လက္ခဏာရေး သုံးတန်.md      "
